Lag [hours],IRC [-],BRF [-]
0.0,0.09277335250209762,0.09277335250209762
0.25,0.07009378966509572,0.16286714216719334
0.5,-0.22546357327205135,-0.06259643110485802
0.75,0.1487570196123547,0.0861605885074967
1.0,0.15667836295518756,0.24283895146268425
1.25,-0.31035759695780285,-0.0675186454951186
1.5,0.5126347229541738,0.4451160774590552
1.75,-0.6318738579006384,-0.18675778044158325
2.0,0.5690022606427247,0.3822444802011415
2.25,-0.43067932419079624,-0.04843484398965475
2.5,0.2946074702049415,0.24617262621528674
2.75,-0.04575133059779246,0.20042129561749428
3.0,-0.1519646085318901,0.04845668708560419
3.25,0.09195346291479267,0.14041015000039686
3.5,-0.09289934659727872,0.04751080340311814
3.75,0.14219226797574885,0.189703071378867
4.0,-0.08391674470894084,0.10578632666992616
4.25,-0.03873114098627506,0.0670551856836511
4.5,0.02272671100619178,0.08978189668984288
4.75,0.06282554833671228,0.15260744502655516
5.0,-0.04568260679707192,0.10692483822948323
5.25,-0.02011094506427069,0.08681389316521254
5.5,0.14372171570981718,0.23053560887502972
5.75,-0.2781592511952674,-0.04762364232023769
6.0,0.3872095434834618,0.3395859011632241
6.25,-0.2819368168433789,0.05764908431984522
6.5,0.17697636919628618,0.2346254535161314
6.75,-0.05166337960461653,0.18296207391151487
7.0,0.09711833894944943,0.2800804128609643
7.25,-0.061635701234443396,0.2184447116265209
7.5,-0.022391222002391853,0.19605348962412905
7.75,0.1431220133991552,0.33917550302328425
8.0,-0.10667019211320705,0.2325053109100772
8.25,0.012850190750541668,0.24535550166061887
8.5,-0.020608207756277586,0.22474729390434128
8.75,0.062366822467386895,0.2871141163717282
9.0,-0.07593711567404315,0.21117700069768502
9.25,0.1358937359724824,0.3470707366701674
9.5,-0.20455939370085774,0.14251134296930967
9.75,0.36197453698493653,0.5044858799542462
10.0,-0.49659161363547744,0.007894266318768772
10.25,0.44785325692209355,0.4557475232408623
10.5,-0.2906552627685366,0.16509226047232572
10.75,0.02474328037224527,0.189835540844571
11.0,0.1345470118881737,0.3243825527327447
11.25,-0.2304046745335262,0.09397787819921849
11.5,0.25727527775767667,0.35125315595689516
11.75,-0.12487261587578324,0.22638054008111191
12.0,0.02301841632546625,0.24939895640657817
12.25,-0.04204632288577692,0.20735263352080124
12.5,0.023698341262042455,0.2310509747828437
12.75,0.04593887415515674,0.27698984893800044
13.0,0.03983118891428855,0.316821037852289
13.25,0.021177222795381256,0.33799826064767025
13.5,0.10258937155073278,0.440587632198403
13.75,-0.054772242165686436,0.3858153900327166
14.0,0.1414802425996608,0.5272956326323774
14.25,-0.2092538763012698,0.31804175633110765
14.5,0.2107078833693996,0.5287496397005073
14.75,-0.06937956504671328,0.459370074653794
15.0,0.0075609643242972036,0.4669310389780912
15.25,-0.07182881740681724,0.39510222157127395
15.5,0.19475716985486313,0.5898593914261371
15.75,-0.2089059156674974,0.3809534757586397
16.0,0.12391272746908444,0.5048662032277241
16.25,-0.16203008471441527,0.34283611851330886
16.5,0.32624671395938964,0.6690828324726985
16.75,-0.425072332801005,0.24401049967169353
17.0,0.3386888388997082,0.5826993385714017
17.25,-0.19077434576247854,0.3919249928089231
17.5,0.01059522212234526,0.4025202149312684
17.75,0.2717226868762198,0.6742429018074882
18.0,-0.45646936907054503,0.21777353273694322
18.25,0.5938395682203768,0.81161310095732
18.5,-0.6940432400065712,0.11756986095074873
18.75,0.7690705707864804,0.8866404317372292
19.0,-0.8317324062665141,0.05490802547071505
19.25,0.7144462293395809,0.769354254810296
19.5,-0.32641023364600175,0.4429440211642942
19.75,-0.089340197781132,0.3536038233831622
20.0,0.3401863105704679,0.6937901339536301
20.25,-0.49115146336907356,0.20263867058455654
20.5,0.597159233686416,0.7997979042709725
20.75,-0.5856312449522287,0.2141666593187438
21.0,0.5951379870216321,0.8093046463403759
21.25,-0.6011004156684852,0.20820423067189076
21.5,0.45863423401981446,0.6668384646917052
21.75,-0.35943302930383514,0.30740543538787
22.0,0.13462626767813302,0.44203170306600303
22.25,0.0882572466973911,0.5302889497633941
22.5,-0.2226762684201914,0.30761268134320274
22.75,0.3051264617496481,0.6127391430928508
23.0,-0.3587186938613095,0.2540204492315413
23.25,0.31979894255889907,0.5738193917904404
23.5,-0.21743454748103153,0.35638484430940887
23.75,0.04335590584173843,0.3997407501511473
24.0,-0.003796228681470337,0.39594452146967696
